Dataset,Miss_Rate,baseline_Mean,baseline_Std,baseline_N,pyramidal_latent_Mean,pyramidal_latent_Std,pyramidal_latent_N,pyramidal_latent_Imp_Abs,pyramidal_latent_Imp_Pct,tvf_lstm_latent_Mean,tvf_lstm_latent_Std,tvf_lstm_latent_N,tvf_lstm_latent_Imp_Abs,tvf_lstm_latent_Imp_Pct,tvf_transformer_latent_Mean,tvf_transformer_latent_Std,tvf_transformer_latent_N,tvf_transformer_latent_Imp_Abs,tvf_transformer_latent_Imp_Pct,channel_latent_Mean,channel_latent_Std,channel_latent_N,channel_latent_Imp_Abs,channel_latent_Imp_Pct
Strawberry,0.3,62.12162226438522,0.865182023361262,4,62.054056326548256,10.137213353477904,3,-0.0675659378369673,-0.10876396232766015,74.34234499931335,0.5992174633695619,3,12.220722734928131,19.672253056943042,64.43243304888408,3.230002664107699,3,2.3108107844988552,3.7198171912900286,72.01351344585419,6.789905766283218,4,9.891891181468964,15.923427014461689
Strawberry,0.6,56.51351362466812,3.704281038455048,4,61.171172857284546,11.122911773332879,3,4.657659232616425,8.24167342266144,71.5135149161021,1.995367841408022,3,15.000001291433975,26.54232647974392,55.29729882876078,3.7623594135260006,3,-1.2162147959073408,-2.152077826880089,63.202703297138214,1.0994221642233963,4,6.689189672470093,11.836442725709881
Strawberry,0.9,53.09459447860718,2.147713797639102,4,62.558559576670326,1.4798928638687492,3,9.463965098063149,17.824724326459183,64.30630723635356,0.025481422651706387,3,11.211712757746383,21.116486278586788,52.288289864857994,4.542327491422094,3,-0.8063046137491838,-1.5186190264134314,59.500000327825546,1.645045059789214,4,6.4054058492183685,12.064139319868481
ElectricDevices,0.0,71.20412409305573,1.8660435941196614,4,67.06523060798645,0.0,1,-4.138893485069275,-5.812715959626454,69.8076343536377,0.8193795973336381,3,-1.3964897394180298,-1.961248392850077,69.72204128901164,1.118662204292593,3,-1.482082804044083,-2.0814564084900034,70.39164870977402,1.4866315543771993,4,-0.8124753832817078,-1.1410510186459066
ElectricDevices,0.3,67.94449537992477,0.978726448835299,4,66.26118540763855,0.0,1,-1.6833099722862244,-2.4774780692294076,68.01971236864726,0.6821206135010658,3,0.07521698872248805,0.11070357988810975,64.9850857257843,0.0,1,-2.9594096541404724,-4.355628278041306,67.35507607460022,0.654941871011389,4,-0.5894193053245544,-0.8675011890642539
ElectricDevices,0.6,59.147970378398895,0.48224066943226007,4,,,0,,,60.48069874445597,1.6955306682525229,3,1.3327283660570757,2.253210647011134,,,0,,,61.35780066251755,1.2443278777848465,4,2.2098302841186523,3.7361050091512396
ElectricDevices,0.9,47.27467238903046,0.4895647074199581,4,,,0,,,48.65905851125717,0.6600967049598694,2,1.384386122226715,2.928388611208961,48.971598744392395,0.0,1,1.6969263553619385,3.589504209352682,49.312021881341934,0.606024429247106,4,2.0373494923114777,4.309600446399331
ECGFiveDays,0.0,50.59814065694809,1.5389300934877463,4,50.90205053488413,0.7160436443156803,3,0.30390987793604296,0.6006344778487633,65.30390838781993,9.757061878310902,3,14.705767730871841,29.06385005444357,59.24893379211426,11.945152135670032,3,8.650793135166168,17.097057367815054,71.86411172151566,4.525128234136611,4,21.265971064567566,42.029155199099876
ECGFiveDays,0.3,50.99303126335144,2.7182848099004104,4,53.43399087587992,1.8194086589016487,3,2.4409596125284807,4.786849402857116,58.29655249913534,5.792387773764017,3,7.303521235783897,14.32258693950779,52.884241342544556,2.674799562560046,3,1.8912100791931152,3.7087618294861455,57.270615100860596,4.410583258849641,4,6.277583837509155,12.310670069972558
ECGFiveDays,0.6,50.656214356422424,1.38541568162938,4,50.86333552996317,1.02388414436883,3,0.20712117354074877,0.40887613923026805,52.17189153035482,1.3369523533372647,3,1.5156771739323958,2.9920853604810116,49.57026720046997,1.3258746850432293,3,-1.0859471559524536,-2.143759003212549,51.353077590465546,0.9394574185936825,4,0.6968632340431213,1.375671756953488
ECGFiveDays,0.9,49.7677119076252,0.6646641680255044,4,48.51722757021586,1.5658740925754848,3,-1.2504843374093397,-2.512641810277289,49.732867081960045,2.3671350988929003,3,-0.03484482566515368,-0.07001492399294913,50.08904238541921,0.6314163479856661,3,0.3213304777940138,0.6456605406944195,50.53426265716553,1.6645908571053323,4,0.766550749540329,1.5402571670627303
TwoPatterns,0.0,54.537499994039536,5.081656518491248,4,47.051669557889305,5.740616436898836,3,-7.485830436150231,-13.726024179634866,50.168336033821106,0.4212352706657339,3,-4.36916396021843,-8.011302242852974,66.91333711147308,23.314537893201233,3,12.375837117433548,22.69234401794383,71.55125051736832,20.968507054270173,4,17.01375052332878,31.19642544155532
TwoPatterns,0.3,50.34874960780144,0.230959136779958,4,50.26333530743917,0.16177855026809984,3,-0.08541430036226672,-0.169645325907025,50.31333486239115,0.382019087022834,3,-0.035414745410285775,-0.07033887770034776,65.99166969458263,22.47779630249489,3,15.642920086781189,31.069133213106348,50.307499915361404,0.5166051686331248,4,-0.04124969244003296,-0.08192793815408159
TwoPatterns,0.6,42.86249980330467,9.795212354013016,4,49.37833567460378,0.6122408928836242,3,6.51583587129911,15.20171688818939,52.356669108072914,5.3877122861106574,3,9.494169304768242,22.150293026157676,61.703336238861084,17.43421110027163,3,18.84083643555641,43.95645732753971,49.78125035762787,0.7903115059382041,4,6.918750554323196,16.14173365079786
TwoPatterns,0.9,25.38624994456768,0.35725311238429297,4,33.78000169992447,5.866263879092643,3,8.393751755356789,33.06416573414751,45.743335485458374,6.889975845535781,3,20.357085540890694,80.18941586623289,25.17166793346405,0.40185691461895046,3,-0.21458201110363007,-0.8452686457124707,38.717500269412994,9.811782751036102,4,13.331250324845314,52.513665287133215
MiddlePhalanxOutlineAgeGroup,0.0,60.3896090388298,0.9183201491151739,4,61.21211965878805,1.1680293199731333,3,0.8225106199582441,1.3620068635141842,60.692638556162514,0.3408662636353448,3,0.30302951733271044,0.501790824871653,59.39393758773804,0.44147316333682673,3,-0.9956714510917664,-1.6487463107296514,59.93506342172623,0.76004579694716,4,-0.45454561710357666,-0.7526884580612357
MiddlePhalanxOutlineAgeGroup,0.3,52.33766287565231,3.2402534130615264,4,54.76190527280172,1.909674574875311,3,2.4242423971494063,4.631927113193993,50.00000019868215,1.5834930302548753,3,-2.3376626769701616,-4.466501843087937,51.082252065340676,4.431260652810986,3,-1.2554108103116377,-2.3986757171300055,51.94805234670639,4.009182027692897,4,-0.38961052894592285,-0.7444171320213291
MiddlePhalanxOutlineAgeGroup,0.6,38.6038963496685,8.795945609409868,4,42.20779240131378,1.911637234807719,3,3.603896051645279,9.335575919595552,48.83116900920868,2.1911776228463524,3,10.227272659540176,26.492850791285477,49.61038986841837,3.408112527584975,3,11.00649351874987,28.51135392928902,48.96103948354721,3.467800070545932,4,10.357143133878708,26.829268838733807
MiddlePhalanxOutlineAgeGroup,0.9,24.577922224998474,3.943836538753639,4,41.51515146096548,6.2033290420875415,3,16.937229235967003,68.91237217253443,28.70129883289337,2.5909005955328412,3,4.1233766078948975,16.7767501668671,25.064935386180878,2.7262419166156335,3,0.48701316118240356,1.9815066413020752,27.175324708223343,2.1524280145109747,4,2.5974024832248688,10.568031176301073
